code,datetime,open,high,low,close,volume,amount
000001,2025-06-24 09:30:00,10.0,10.012215015712272,9.987066078908951,9.990887646986778,77234.46153987298,771640.8277203924
000001,2025-06-24 09:35:00,9.990887646986778,10.01679178908204,9.971703725656482,10.000757286800457,89688.90946757297,896957.014903017
000001,2025-06-24 09:40:00,10.000757286800457,10.007531001393684,9.971506036505334,9.977852014201959,39699.75168248154,396118.247288366
000001,2025-06-24 09:45:00,9.977852014201959,9.993765853524602,9.971344078423806,9.977604455937753,17800.390913810428,177605.25969906882
000001,2025-06-24 09:50:00,9.977604455937753,9.985357133073775,9.962301621259058,9.982778822059228,60770.69527540436,606660.4097971214
000001,2025-06-24 09:55:00,9.982778822059228,9.994231888095547,9.9528670971397,9.965598148096673,40565.82617901217,404262.7222455752
000001,2025-06-24 10:00:00,9.965598148096673,9.978776484895528,9.92028738689429,9.932841599250569,68130.57073265628,676730.1671540117
000001,2025-06-24 10:05:00,9.932841599250569,9.939341019221981,9.89887299660528,9.913188579354323,21133.581329419518,209501.1770756573
000001,2025-06-24 10:10:00,9.913188579354323,9.920266266213405,9.912659168490489,9.917062810431421,33397.55925418216,331205.69283882965
000001,2025-06-24 10:15:00,9.917062810431421,9.968456082724789,9.898323438700071,9.957230107847671,29105.120381115816,289806.3809513773
000001,2025-06-24 10:20:00,9.957230107847671,9.966321259075702,9.943862422842976,9.95695071334514,37431.97263443954,372708.3066243985
000001,2025-06-24 10:25:00,9.95695071334514,9.95961362391833,9.94211853450826,9.955308247174953,41545.69746986287,413600.2246563614
000001,2025-06-24 10:30:00,9.955308247174953,9.962709500240408,9.944138967611302,9.9548807151274,10312.03392919757,102655.06769550833
000001,2025-06-24 10:35:00,9.9548807151274,9.9639879516494,9.888532635983395,9.890145351969698,30471.199061305928,301364.5877651183
000001,2025-06-24 10:40:00,9.890145351969698,9.896073383897662,9.865421760390426,9.866952057013572,31576.266233984647,311561.505070223
000001,2025-06-24 10:45:00,9.866952057013572,9.87052820890156,9.864373146637599,9.867899269444104,38054.05646943799,375513.5960341518
000001,2025-06-24 10:50:00,9.867899269444104,9.88412424997034,9.861852011982693,9.878804626303902,35111.08764909727,346855.57510246395
000001,2025-06-24 10:55:00,9.878804626303902,9.882502132209382,9.856706422965337,9.865285539904688,28623.790237244113,282381.8639247493
000001,2025-06-24 11:00:00,9.865285539904688,9.879311638919358,9.863230313443424,9.865140356713992,44604.06767259552,440025.38807052403
000001,2025-06-24 11:05:00,9.865140356713992,9.881432967120798,9.84270387750916,9.855993718963257,3864.405366547419,38087.55502021926
000001,2025-06-24 11:10:00,9.855993718963257,9.871160793319115,9.841062678803917,9.860929561514602,19231.250801728216,189638.00953566318
000001,2025-06-24 11:15:00,9.860929561514602,9.871502845463441,9.840866997664245,9.85561753701384,33344.27060391015,328628.3781228319
000001,2025-06-24 11:20:00,9.85561753701384,9.859249730496792,9.839748354407275,9.855508040507672,26105.696951246155,257284.9062060631
000001,2025-06-24 11:25:00,9.855508040507672,9.875155412970695,9.801253026227696,9.819697953263903,39168.48044511708,384622.6472593734
000001,2025-06-24 11:30:00,9.819697953263903,9.840603031979425,9.807104600893846,9.832834714674934,27479.93409732692,270205.64994917554
000001,2025-06-24 13:00:00,9.832834714674934,9.847735208813058,9.814651798818273,9.828830776006992,35556.879018080785,349482.5467916697
000001,2025-06-24 13:05:00,9.828830776006992,9.837082490924892,9.827026291866504,9.827681586640535,46027.0501117249,452339.19287038
000001,2025-06-24 13:10:00,9.827681586640535,9.84526524789797,9.81690988217086,9.837640709620409,18909.465882994722,186024.53136772712
000001,2025-06-24 13:15:00,9.837640709620409,9.853983798628057,9.818236908712594,9.83632518966106,27727.574169994397,272737.43625651125
000001,2025-06-24 13:20:00,9.83632518966106,9.851283747670848,9.812451557742309,9.831976858143381,27646.01648034909,271814.9942546428
000001,2025-06-24 13:25:00,9.831976858143381,9.848205979287851,9.797104912779158,9.815176064218997,35770.46747300695,351093.4361469821
000001,2025-06-24 13:30:00,9.815176064218997,9.847400267062234,9.81170526957417,9.845101308213803,23984.23747876534,236127.24777870314
000001,2025-06-24 13:35:00,9.845101308213803,9.863651679438908,9.84134919738754,9.848870648183317,34609.194157133796,340861.47649147257
000001,2025-06-24 13:40:00,9.848870648183317,9.90378258042213,9.847539011431746,9.888571761983348,19550.67976430914,193328.29984492663
000001,2025-06-24 13:45:00,9.888571761983348,9.901092660173124,9.882396731127605,9.894882420089194,42796.6727184379,423468.044519982
000001,2025-06-24 13:50:00,9.894882420089194,9.896005971369902,9.857301414979068,9.876963716969954,32593.26457476743,321922.49162258004
000001,2025-06-24 13:55:00,9.876963716969954,9.892771596669064,9.869178491597145,9.887895370584435,24069.942030583843,238001.0683744457
000001,2025-06-24 14:00:00,9.887895370584435,9.897849246852216,9.858705681219604,9.861134156222837,39595.95381400865,390461.01260354265
