code,date,open,high,low,close,volume,amount,turnover_rate,name,is_st,limit_pct,pre_close,is_suspended,is_limit_up,is_limit_down,is_tradeable
002001,2025-01-01,9.990002061209443,10.347134613683671,9.882569624682915,10.124760501001015,766425.1861147378,7759871.451346848,7.775347120383521,,False,0.1,,False,False,False,True
002001,2025-01-02,10.161807677745632,10.314249280075407,10.15720816095032,10.279769562900334,686455.5713494597,7056605.088641535,4.7337120158172254,,False,0.1,10.124760501001015,False,False,False,True
002001,2025-01-03,10.329934018570778,10.578669249349193,10.078821687881335,10.490042061357473,1073693.878753026,11263093.949141294,1.2412969498293394,,False,0.1,10.279769562900334,False,False,False,True
002001,2025-01-06,10.572670897932769,10.671946443197227,10.167089761501583,10.282892113672306,732078.9948786863,7527889.323023192,1.4199358420974377,,False,0.1,10.490042061357473,False,False,False,True
002001,2025-01-07,10.315430697138806,10.337773811314833,9.511127359495395,9.91357190696781,582785.2834775042,5777483.814076857,5.160060996096743,,False,0.1,10.282892113672306,False,False,False,True
002001,2025-01-08,9.989376702677998,10.154904464208494,9.83231948464619,10.047935185487436,431290.51650825806,4333579.155990376,3.251088720086158,,False,0.1,9.91357190696781,False,False,False,True
002001,2025-01-09,9.95272869611842,10.063898708400087,9.664656373844116,9.786283002123472,535560.8067825102,5241149.620019213,6.704131598797609,,False,0.1,10.047935185487436,False,False,False,True
002001,2025-01-10,9.805679831058702,9.933700844614382,9.409102903750469,9.59073206736832,950476.7465425356,9115767.812353408,7.703853856107962,,False,0.1,9.786283002123472,False,False,False,True
002001,2025-01-13,9.605284416053555,9.750469606110514,9.488369103241746,9.597944681510093,720561.1380165853,6915905.942329144,4.625150029680049,,False,0.1,9.59073206736832,False,False,False,True
002001,2025-01-14,9.618177956561434,9.705317189377366,9.377757529237636,9.409451030228425,667551.0361350814,6281288.784691295,1.7053306478496113,,False,0.1,9.597944681510093,False,False,False,True
