code,date,open,high,low,close,volume,amount,turnover_rate,name,is_st,limit_pct,pre_close,is_suspended,is_limit_up,is_limit_down,is_tradeable
300001,2025-01-01,10.067178288317551,10.270989588822344,9.63516349170023,9.656099860771276,572615.4837179132,5529232.292604018,2.718962271666161,,False,0.2,,False,False,False,True
300001,2025-01-02,9.628020215232066,9.68107247564279,9.460029140755559,9.599511848427621,710005.9236270702,6815710.276311857,6.77090879878445,,False,0.2,9.656099860771276,False,False,False,True
300001,2025-01-03,9.650931851501268,9.80563020356562,9.391678640148696,9.474100848437452,923821.0036929705,8752373.35489191,7.663501530566355,,False,0.2,9.599511848427621,False,False,False,True
300001,2025-01-06,9.48107958151873,9.539656122827386,9.344982634327062,9.48934706908525,643913.3090711097,6110316.87217892,4.852264539883476,,False,0.2,9.474100848437452,False,False,False,True
300001,2025-01-07,9.35093735626552,9.838737555748933,9.159464517792891,9.627858032145005,676790.1948887749,6516039.913936875,5.002893835647764,,False,0.2,9.48934706908525,False,False,False,True
300001,2025-01-08,9.557276879705315,9.568151034241994,9.363559885438796,9.559190529915353,415699.0938902724,3973746.841610285,4.307280742951417,,False,0.2,9.627858032145005,False,False,False,True
300001,2025-01-09,9.50219885916195,9.593497404342404,9.500562168018293,9.553669595755698,973245.0401717058,9298061.549508458,2.2236517036310355,,False,0.2,9.559190529915353,False,False,False,True
300001,2025-01-10,9.534390666996774,9.547435080437337,8.940832761519886,9.150705095059392,529980.1763747158,4849692.300232586,7.016927933932286,,False,0.2,9.553669595755698,False,False,False,True
300001,2025-01-13,9.097542499596457,9.179939632362892,9.079494689324175,9.150408900572032,545076.3195968987,4987671.206330508,2.8052580640345592,,False,0.2,9.150705095059392,False,False,False,True
300001,2025-01-14,9.05065268875731,9.106796016927484,8.805562805413908,8.876830993087454,649567.826386496,5766103.813380098,3.3781516342432125,,False,0.2,9.150408900572032,False,False,False,True
300001,2025-01-15,8.965642049468554,9.06035612915016,8.582361404933707,8.690591512136058,444720.3407315411,3864882.8184357863,6.919895804528805,,False,0.2,8.876830993087454,False,False,False,True
300001,2025-01-16,8.64607270076356,8.911168818171642,8.628547406584591,8.744321665553523,742726.7728269649,6494641.8112174785,1.811292057234746,,False,0.2,8.690591512136058,False,False,False,True
300001,2025-01-17,8.716318409494036,8.851307259553458,8.649737076059095,8.787238940434248,653122.4485217398,5739143.012521994,1.3316075471064286,,False,0.2,8.744321665553523,False,False,False,True
300001,2025-01-20,8.783345580882278,8.897023412036296,8.625548910168995,8.846638121844553,752833.1512371637,6660042.455123058,2.9574543037177117,,False,0.2,8.787238940434248,False,False,False,True
300001,2025-01-21,8.92168356397747,8.952049067847476,8.719761419337496,8.876869302576663,421365.767752379,3740408.848917741,1.0964414870583523,,False,0.2,8.846638121844553,False,False,False,True
300001,2025-01-22,8.898558535696559,9.341605760904757,8.859444874384035,9.233515908054114,806209.4400977108,7444147.690365613,4.7130882572215524,,False,0.2,8.876869302576663,False,False,False,True
300001,2025-01-23,9.220133052519893,9.330625390005984,9.038380634208838,9.059469532963243,638743.6358630632,5786678.508475589,1.7020117894667517,,False,0.2,9.233515908054114,False,False,False,True
300001,2025-01-24,9.084171230350277,9.267972259593442,8.905651777822488,9.155211145330078,817573.5274161455,7485058.270327122,2.993653120549226,,False,0.2,9.059469532963243,False,False,False,True
300001,2025-01-27,9.151020804299971,9.275392602305677,8.856893029746901,9.232077708885479,709609.8040292982,6551172.853785478,4.1145643271890435,,False,0.2,9.155211145330078,False,False,False,True
300001,2025-01-28,9.243703406552125,9.377439729185703,9.047489324424875,9.339633681465363,781161.0849298333,7295758.379460696,4.167555520670689,,False,0.2,9.232077708885479,False,False,False,True
300001,2025-01-29,9.36885158467611,9.650136900801114,9.10866144613727,9.624675592270796,931759.4736732385,8967882.664129902,1.9164491850254932,,False,0.2,9.339633681465363,False,False,False,True
300001,2025-01-30,9.623324139833247,9.703556443945603,9.471097544651352,9.67070507004281,895320.593464796,8658381.40253374,4.516890955416569,,False,0.2,9.624675592270796,False,False,False,True
300001,2025-01-31,9.676987636539979,9.76700309303672,9.455810303880703,9.487448508158543,505637.52973516285,4797210.027154841,2.9564116149913273,,False,0.2,9.67070507004281,False,False,False,True
300001,2025-02-03,9.497192617146437,9.546760074453077,8.672982457668976,8.877906431639262,701306.3581692248,6226132.227740069,3.1098044570413,,False,0.2,9.487448508158543,False,False,False,True
300001,2025-02-04,8.88295565895637,9.037238077866553,8.749636143216057,8.796914658186283,999310.9768996808,8790853.380775256,5.723689266841088,,False,0.2,8.877906431639262,False,False,False,True
300001,2025-02-05,8.83749657269437,9.0159642995466,8.579755856668358,8.868739892285298,647312.136537868,5740842.968073817,3.5290922919687815,,False,0.2,8.796914658186283,False,False,False,True
300001,2025-02-06,8.898026358967856,9.03131193649617,8.55996797944826,8.655372398123864,575408.590178574,4980375.629074995,1.2728556427612427,,False,0.2,8.868739892285298,False,False,False,True
300001,2025-02-07,8.705528099254476,9.041338485092355,8.28254493511075,8.39728979783419,916621.6271315486,7697137.437985929,7.558351016916676,,False,0.2,8.655372398123864,False,False,False,True
300001,2025-02-10,8.371983752043537,8.379760926534745,7.9881179010243795,8.023985483345811,1144471.9883991298,9183226.621010533,2.139995858698917,,False,0.2,8.39728979783419,False,False,False,True
300001,2025-02-11,8.011587528483991,8.173621646164383,7.854195831034958,8.10656986260882,793532.5762609569,6432827.2677154085,7.493678817179551,,False,0.2,8.023985483345811,False,False,False,True
300001,2025-02-12,8.092701431046756,8.125631779549549,7.994395126681562,8.073332055152601,747687.6197867197,6036330.428064874,1.2296699964841007,,False,0.2,8.10656986260882,False,False,False,True
300001,2025-02-13,8.021415280890324,8.098864061607273,7.880088908085102,7.96400986616665,368798.39878812415,2937114.0865750834,3.295467184714928,,False,0.2,8.073332055152601,False,False,False,True
