code,date,open,high,low,close,volume,amount,turnover_rate,name,is_st,limit_pct,pre_close,is_suspended,is_limit_up,is_limit_down,is_tradeable
600001,2025-01-01,10.098694651038095,10.294666356252227,9.714139703736292,9.8074116395243,539564.0986275363,5291727.221149137,6.327977913932471,,False,0.1,,False,False,False,True
600001,2025-01-02,9.806587760185975,9.820999136397395,9.554709033036708,9.737719536809324,955558.3870857897,9304959.5744873,5.507055840564652,,False,0.1,9.8074116395243,False,False,False,True
600001,2025-01-03,9.760481911087767,10.034027475400736,9.626885238399524,10.0199286805335,608223.4798342002,6094355.889764592,6.793418203948074,,False,0.1,9.737719536809324,False,False,False,True
600001,2025-01-06,10.010667142041308,10.047394576316854,9.788175926532382,10.015438271793103,769094.1035862396,7702814.519668033,6.448684479516333,,False,0.1,10.0199286805335,False,False,False,True
600001,2025-01-07,10.042094820740195,10.179214008407804,9.794922367099389,9.935281326451983,886164.2006015766,8804290.634407094,6.21333509135472,,False,0.1,10.015438271793103,False,False,False,True
600001,2025-01-08,9.909834948348207,9.928289763607655,9.683234089571549,9.84228336343625,1025794.4585441783,10096159.733634463,1.9094505373483015,,False,0.1,9.935281326451983,False,False,False,True
600001,2025-01-09,9.801709474672933,9.963495784345415,9.475321228655838,9.64343073722971,908630.853661039,8762318.702990135,6.825818609766407,,False,0.1,9.84228336343625,False,False,False,True
600001,2025-01-10,9.649056994822041,9.825415791878662,9.468481765420318,9.707116272790932,844719.1097549364,8199786.616239613,2.399357417325758,,False,0.1,9.64343073722971,False,False,False,True
600001,2025-01-13,9.721148850889948,9.890027169006462,9.676708053161272,9.731281912937558,736065.7567285397,7162863.385185135,4.212410428768379,,False,0.1,9.707116272790932,False,False,False,True
600001,2025-01-14,9.71789447887332,9.960350242808898,9.570781165142728,9.583639427238236,993655.6709182962,9522837.664911445,4.956652745368322,,False,0.1,9.731281912937558,False,False,False,True
600001,2025-01-15,9.591438260696458,9.743579796286163,9.348314931017654,9.511070904355938,958669.4470399851,9117973.084636997,1.2157248419755757,,False,0.1,9.583639427238236,False,False,False,True
600001,2025-01-16,9.551872251560258,9.62911782935146,9.382804625687989,9.408743244009704,573342.5571993039,5394432.911552198,1.4081191918234621,,False,0.1,9.511070904355938,False,False,False,True
600001,2025-01-17,9.41544347991984,9.694369230680135,9.361516776552921,9.53321168339998,831707.9382153428,7928847.833771015,5.650194782291713,,False,0.1,9.408743244009704,False,False,False,True
600001,2025-01-20,9.55498435855683,9.58728728200825,9.406811198392038,9.467111601579692,723652.4212003342,6850898.232256918,6.056515454175152,,False,0.1,9.53321168339998,False,False,False,True
600001,2025-01-21,9.444892179875984,9.687038448634711,9.305037254485205,9.589940861423337,889306.2352059889,8528394.203320466,4.123093929018215,,False,0.1,9.467111601579692,False,False,False,True
