date,code,side,price,shares,amount,fee,reason
2025-01-10,000001,BUY,8.972194893978495,22200,199182.72664632258,59.75481799389677,signal
2025-01-10,600001,BUY,9.65870605181686,16500,159368.6498549782,47.81059495649345,signal
2025-01-15,000001,SELL,9.562697490130283,22200,212291.8842808923,275.97944956516,hold_days
2025-01-15,600001,SELL,9.581846822435763,16500,158100.4725701901,205.53061434124712,hold_days
2025-01-15,000001,BUY,9.581842029650062,20800,199302.31421672128,59.79069426501638,signal
2025-01-15,002001,BUY,9.422562925562056,17200,162068.08231966736,48.620424695900205,signal
2025-01-20,000001,SELL,10.207326674581259,20800,212312.39483129018,276.0061132806772,hold_days
2025-01-20,002001,SELL,9.696111644935865,17200,166773.12029289687,216.80505638076593,hold_days
2025-01-20,300001,BUY,8.792128926463159,22700,199581.3266307137,59.87439798921411,signal
2025-01-20,002001,BUY,9.71552327986066,17000,165163.89575763122,49.54916872728936,signal
2025-01-23,300001,SELL,9.210912919467372,22700,209087.72327190934,271.8140402534821,hold_days
2025-01-23,002001,SELL,9.778712886810888,17000,166238.1190757851,216.10955479852063,hold_days
2025-01-23,000001,BUY,10.679229060527375,18700,199701.58343186192,59.91047502955857,signal
2025-01-23,002001,BUY,9.798289889587286,17100,167550.7571119426,50.265227133582776,signal
2025-01-28,000001,SELL,10.960913167254258,18700,204969.07622765462,266.459799095951,hold_days
2025-01-28,002001,SELL,9.941651056907336,17100,170002.23307311544,221.00290299505005,hold_days
2025-01-28,000001,BUY,10.98285693735887,18200,199887.99625993142,59.96639887797942,signal
2025-01-30,002001,BUY,9.741605203390224,17300,168529.77001865086,50.558931005595255,signal
2025-01-31,000001,SELL,11.838138559791478,18200,215454.1217882049,280.0903583246664,hold_days
2025-02-03,600001,BUY,8.776534298221003,20300,178163.64625388637,53.449093876165904,signal
2025-02-04,002001,SELL,10.4670871865766,17300,181080.6083277752,235.40479082610776,hold_days
2025-02-04,002001,BUY,10.488042316079255,17000,178296.71937334735,53.489015812004205,signal
